Area,,Title,Href,Bedrooms,Bathrooms,Lounges,Main Value 3,Price,Dining Areas,Pool,Floor Area,Land Area,Province,City,Suburb,Area,Price per Sqm,Price per Land Area,Type,Max Price,Max Price Href,Potential Profit
craighall-park,651,1 Bed Apartment in Craighall Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/craighall-park/T4177033,1.0,1.0,1.0,LevyR 1250,775000.0,,,74.0,,gauteng,johannesburg,rosebank-and-parktown,craighall-park,10472.972972972973,,Apartment,1075000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/craighall-park/4-tudor-place/10-buckingham-avenue/T4363305,300000.0
craighall-park,576,2 Bed Apartment in Craighall Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/craighall-park/b10-marian-court/388-jan-smuts-avenue/T4322222,2.0,1.0,1.0,LevyR 2992,1200000.0,1.0,,102.0,,gauteng,johannesburg,rosebank-and-parktown,craighall-park,11764.70588235294,,Apartment,1480000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/craighall-park/10-one-grosvenor/1-grosvenor-avenue/T3895136,280000.0
craighall-park,149,2 Bed Apartment in Craighall Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/craighall-park/00-braemore/8-buckingham-avenue/T4212802,2.0,2.0,1.0,LevyR 2696,1295000.0,1.0,1.0,102.0,,gauteng,johannesburg,rosebank-and-parktown,craighall-park,12696.078431372549,,Apartment,1480000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/craighall-park/10-one-grosvenor/1-grosvenor-avenue/T3895136,185000.0
craighall-park,121,2 Bed Apartment in Craighall Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/craighall-park/26-arlington-terrace/12-rothesay-avenue/T4452330,2.0,1.0,1.0,LevyR 2113,950000.0,,1.0,72.0,,gauteng,johannesburg,rosebank-and-parktown,craighall-park,13194.444444444445,,Apartment,999000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/craighall-park/26-ss-arlington-terrace/12-rothesay-avenue/T4347229,49000.0
craighall-park,805,2 Bed Apartment in Craighall Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/craighall-park/T4396754,2.0,1.5,1.0,RatesR 1363,1440000.0,,,107.0,2522.0,gauteng,johannesburg,rosebank-and-parktown,craighall-park,13457.943925233645,570.9754163362411,Apartment,1850000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/craighall-park/205-sun-valley-lodge/79-lancaster-avenue/T4053437,410000.0
craighall-park,816,2 Bed Apartment in Craighall Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/craighall-park/T4331880,2.0,1.5,1.0,RatesR 979,1495000.0,,,107.0,2522.0,gauteng,johannesburg,rosebank-and-parktown,craighall-park,13971.96261682243,592.7835051546392,Apartment,1850000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/craighall-park/205-sun-valley-lodge/79-lancaster-avenue/T4053437,355000.0
craighall-park,529,1 Bed Apartment in Craighall Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/craighall-park/33-castellana/9-clarence-avenue/T4428882,1.0,1.0,1.0,LevyR 2143,990000.0,,1.0,54.0,,gauteng,johannesburg,rosebank-and-parktown,craighall-park,18333.333333333332,,Apartment,1200000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/craighall-park/T4490326,210000.0
dainfern,15609,2 Bed Apartment in Dainfern,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/dainfern/14-madi-mero/3493-william-nicol-drive/T4308695,2.0,2.0,1.0,LevyR 795,1100000.0,1.0,,102.0,,gauteng,johannesburg,fourways-sunninghill-and-lonehill,dainfern,10784.313725490196,,Apartment,1299995.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/dainfern/T3877259,199995.0
dainfern,16738,2 Bed Apartment in Dainfern,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/dainfern/T4076859,2.0,1.0,1.0,LevyR 665,470000.0,,,41.0,,gauteng,johannesburg,fourways-sunninghill-and-lonehill,dainfern,11463.414634146342,,Apartment,595000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/dainfern/heron-g48-heronsriverside/contact-ag-porcupine-park-avenue/T4489698,125000.0
dainfern,19451,2 Bed Apartment in Dainfern,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/dainfern/T4477182,2.0,2.0,1.0,,1090000.0,1.0,1.0,93.0,,gauteng,johannesburg,fourways-sunninghill-and-lonehill,dainfern,11720.430107526881,,Apartment,1199000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/dainfern/T3649725,109000.0
dainfern,16623,2 Bed Apartment in Dainfern,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/dainfern/1-cranesriverside/4782-pigwood-crescent/T4070707,2.0,1.0,1.0,LevyR 734,484800.0,,,41.0,,gauteng,johannesburg,fourways-sunninghill-and-lonehill,dainfern,11824.390243902439,,Apartment,595000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/dainfern/heron-g48-heronsriverside/contact-ag-porcupine-park-avenue/T4489698,110200.0
dainfern,15292,2 Bed Apartment in Dainfern,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/dainfern/herons/18-barn-owl-crescent/T3668790,2.0,1.0,1.0,LevyR 150,488550.0,,,41.0,,gauteng,johannesburg,fourways-sunninghill-and-lonehill,dainfern,11915.853658536585,,Apartment,595000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/dainfern/heron-g48-heronsriverside/contact-ag-porcupine-park-avenue/T4489698,106450.0
dainfern,15293,2 Bed Apartment in Dainfern,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/dainfern/090-pigwood-crescent/T4118918,2.0,1.0,1.0,LevyR 734,489800.0,,,41.0,,gauteng,johannesburg,fourways-sunninghill-and-lonehill,dainfern,11946.341463414634,,Apartment,595000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/dainfern/heron-g48-heronsriverside/contact-ag-porcupine-park-avenue/T4489698,105200.0
dainfern,17218,2 Bed Apartment in Dainfern,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/dainfern/T4508754,2.0,2.0,,LevyR 2380,900000.0,,1.0,75.0,,gauteng,johannesburg,fourways-sunninghill-and-lonehill,dainfern,12000.0,,Apartment,1300000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/dainfern/193-ss-the-view/77-broadacres-drive/T4353914,400000.0
dainfern,17490,2 Bed Apartment in Dainfern,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/dainfern/T4511001,2.0,2.0,1.0,LevyR 1275,1150000.0,1.0,,93.0,,gauteng,johannesburg,fourways-sunninghill-and-lonehill,dainfern,12365.591397849463,,Apartment,1199000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/dainfern/T3649725,49000.0
dainfern,17492,2 Bed Apartment in Dainfern,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/dainfern/T4495770,2.0,2.0,1.0,RatesR 723,1150000.0,,1.0,93.0,93.0,gauteng,johannesburg,fourways-sunninghill-and-lonehill,dainfern,12365.591397849463,12365.591397849463,Apartment,1199000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/dainfern/T3649725,49000.0
dainfern,16624,2 Bed Apartment in Dainfern,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/dainfern/heron-d76-heronsriverside/contact-ag-barn-owl-crescent/T4446542,2.0,1.0,1.0,RatesR 700,530000.0,,,41.0,41.0,gauteng,johannesburg,fourways-sunninghill-and-lonehill,dainfern,12926.829268292682,12926.829268292682,Apartment,595000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/dainfern/heron-g48-heronsriverside/contact-ag-porcupine-park-avenue/T4489698,65000.0
dainfern-ridge,19844,2 Bed Apartment in Dainfern Ridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/dainfern-ridge/T4309202,2.0,1.0,1.0,,910000.0,,1.0,,,gauteng,johannesburg,fourways-sunninghill-and-lonehill,dainfern-ridge,,,Apartment,930000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/dainfern-ridge/T4453141,20000.0
dainfern-valley,16973,2 Bed Apartment in Eagle Trace Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/dainfern-valley/T3741126,2.0,1.0,1.0,RatesR 487,770000.0,,1.0,70.0,70.0,gauteng,johannesburg,fourways-sunninghill-and-lonehill,dainfern-valley,11000.0,11000.0,Apartment,860000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/dainfern-valley/T2917956,90000.0
dainfern-valley,19324,2 Bed Apartment in Eagle Trace Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/dainfern-valley/T4396665,2.0,1.0,1.0,,770000.0,,1.0,70.0,,gauteng,johannesburg,fourways-sunninghill-and-lonehill,dainfern-valley,11000.0,,Apartment,860000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/dainfern-valley/T2917956,90000.0
dainfern-valley,17045,2 Bed Apartment in Eagle Trace Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/dainfern-valley/T4515442,2.0,1.0,1.0,RatesR 528,820000.0,,,70.0,70.0,gauteng,johannesburg,fourways-sunninghill-and-lonehill,dainfern-valley,11714.285714285714,11714.285714285714,Apartment,860000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/dainfern-valley/T2917956,40000.0
dainfern-valley,17054,2 Bed Apartment in Eagle Trace Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/dainfern-valley/T4163934,2.0,1.0,,,820000.0,,,70.0,,gauteng,johannesburg,fourways-sunninghill-and-lonehill,dainfern-valley,11714.285714285714,,Apartment,860000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/dainfern-valley/T2917956,40000.0
darrenwood,22146,1 Bed Apartment in Darrenwood,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/darrenwood/123-ss-stonecrest/331-republic-road/T4503545,1.0,1.0,1.0,RatesR 432,599000.0,1.0,1.0,55.0,,gauteng,johannesburg,randburg-and-ferndale,darrenwood,10890.90909090909,,Apartment,710000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/darrenwood/161-stonewedge/327-republic-road/T4181339,111000.0
darrenwood,22840,1 Bed Apartment in Darrenwood,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/darrenwood/T4330782,1.0,1.0,1.0,LevyR 1300,680000.0,0.5,1.0,55.0,,gauteng,johannesburg,randburg-and-ferndale,darrenwood,12363.636363636364,,Apartment,710000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/darrenwood/161-stonewedge/327-republic-road/T4181339,30000.0
darrenwood,23417,1 Bed Apartment in Darrenwood,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/darrenwood/T4517088,1.0,1.0,1.0,,690000.0,1.0,1.0,55.0,,gauteng,johannesburg,randburg-and-ferndale,darrenwood,12545.454545454546,,Apartment,710000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/darrenwood/161-stonewedge/327-republic-road/T4181339,20000.0
douglasdale,15224,2 Bed Apartment in Douglasdale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/douglasdale/82-ss-via-ticino/114-hornbill-road/T4092668,2.0,1.0,1.0,RatesR 838,749000.0,,1.0,93.0,,gauteng,johannesburg,fourways-sunninghill-and-lonehill,douglasdale,8053.763440860215,,Apartment,850000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/douglasdale/T3836399,101000.0
douglasdale,16922,1 Bed Apartment in Douglasdale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/douglasdale/T4445342,1.0,1.0,1.0,LevyR 1680,749000.0,,1.0,93.0,,gauteng,johannesburg,fourways-sunninghill-and-lonehill,douglasdale,8053.763440860215,,Apartment,950000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/douglasdale/T4388904,201000.0
douglasdale,19394,2 Bed Apartment in Douglasdale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/douglasdale/kwela-close/60-niven/T4390323,2.0,2.0,1.0,,940000.0,1.0,1.0,116.0,,gauteng,johannesburg,fourways-sunninghill-and-lonehill,douglasdale,8103.448275862069,,Apartment,1400000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/douglasdale/15-via-ticino/114-hornbill-road/T4413936,460000.0
douglasdale,17260,2 Bed Apartment in Douglasdale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/douglasdale/T4515604,2.0,1.0,1.0,LevyR 2690,930000.0,1.0,1.0,111.0,,gauteng,johannesburg,fourways-sunninghill-and-lonehill,douglasdale,8378.378378378378,,Apartment,1100000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/douglasdale/103-via-pollino/26-leslie-avenue/T4174199,170000.0
douglasdale,17281,2 Bed Apartment in Douglasdale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/douglasdale/T4508134,2.0,1.0,1.0,RatesR 520,950000.0,1.0,1.0,111.0,,gauteng,johannesburg,fourways-sunninghill-and-lonehill,douglasdale,8558.558558558558,,Apartment,1100000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/douglasdale/103-via-pollino/26-leslie-avenue/T4174199,150000.0
douglasdale,17557,2 Bed Apartment in Douglasdale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/douglasdale/T4216916,2.0,2.0,1.0,LevyR 2590,1190000.0,1.0,1.0,139.0,,gauteng,johannesburg,fourways-sunninghill-and-lonehill,douglasdale,8561.15107913669,,Apartment,1250000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/douglasdale/390-chobe-sands/1-alexander-ave/T4455594,60000.0
douglasdale,17140,2 Bed Apartment in Douglasdale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/douglasdale/T4108407,2.0,1.0,1.0,LevyR 2606,870000.0,1.0,1.0,100.0,,gauteng,johannesburg,fourways-sunninghill-and-lonehill,douglasdale,8700.0,,Apartment,950000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/douglasdale/T4052186,80000.0
douglasdale,16366,2 Bed Apartment in Douglasdale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/douglasdale/1-alexander-street/T4469088,2.0,1.0,1.0,LevyR 2820,890000.0,1.0,1.0,101.0,,gauteng,johannesburg,fourways-sunninghill-and-lonehill,douglasdale,8811.881188118812,,Apartment,910000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/douglasdale/87-savannah-sands/4-galloway/T4466085,20000.0
douglasdale,17193,2 Bed Apartment in Douglasdale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/douglasdale/T4424890,2.0,1.0,1.0,LevyR 2065,899000.0,1.0,1.0,100.0,,gauteng,johannesburg,fourways-sunninghill-and-lonehill,douglasdale,8990.0,,Apartment,950000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/douglasdale/T4052186,51000.0
douglasdale,17202,2 Bed Apartment in Douglasdale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/douglasdale/T4199036,2.0,1.0,1.0,LevyR 1864,899000.0,1.0,1.0,100.0,,gauteng,johannesburg,fourways-sunninghill-and-lonehill,douglasdale,8990.0,,Apartment,950000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/douglasdale/T4052186,51000.0
dunkeld,2341,2 Bed Apartment in Dunkeld,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/dunkeld/T3183939,2.0,2.0,1.0,LevyR 5333,2700000.0,1.0,1.0,130.0,,gauteng,johannesburg,rosebank-and-parktown,dunkeld,20769.23076923077,,Apartment,3200000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/dunkeld/T3915003,500000.0
dunkeld,2342,2 Bed Apartment in Dunkeld,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/dunkeld/T3258302,2.0,2.0,1.0,LevyR 5333,2800000.0,1.0,1.0,130.0,,gauteng,johannesburg,rosebank-and-parktown,dunkeld,21538.46153846154,,Apartment,3200000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/dunkeld/T3915003,400000.0
dunkeld-west,184,2 Bed Apartment in Dunkeld West,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/dunkeld-west/301-dunkeld-square/28-ruth-avenue/T4161181,2.0,2.0,1.0,LevyR 7565,1699000.0,1.0,,170.0,,gauteng,johannesburg,rosebank-and-parktown,dunkeld-west,9994.117647058823,,Apartment,2595000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/dunkeld-west/22-dunkeld-square/28-ruth-avenue/T4104302,896000.0
dunkeld-west,875,2 Bed Apartment in Dunkeld West,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/dunkeld-west/T4173239,2.0,2.0,1.0,RatesR 2280,1699000.0,1.0,1.0,170.0,,gauteng,johannesburg,rosebank-and-parktown,dunkeld-west,9994.117647058823,,Apartment,2595000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/dunkeld-west/22-dunkeld-square/28-ruth-avenue/T4104302,896000.0
dunkeld-west,189,2 Bed Apartment in Dunkeld West,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/dunkeld-west/301-dunkeld-square/28-ruth-road/T4443903,2.0,2.0,1.0,LevyR 3625,1750000.0,1.0,1.0,170.0,,gauteng,johannesburg,rosebank-and-parktown,dunkeld-west,10294.117647058823,,Apartment,2595000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/dunkeld-west/22-dunkeld-square/28-ruth-avenue/T4104302,845000.0
dunkeld-west,202,2 Bed Apartment in Dunkeld West,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/dunkeld-west/301-dunkeld-square/15-north-road/T4488238,2.0,2.0,1.0,LevyR 8792,1800000.0,1.0,1.0,170.0,,gauteng,johannesburg,rosebank-and-parktown,dunkeld-west,10588.235294117647,,Apartment,2595000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/dunkeld-west/22-dunkeld-square/28-ruth-avenue/T4104302,795000.0
dunkeld-west,693,1 Bed Apartment in Dunkeld West,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/dunkeld-west/T4349969,1.0,1.0,1.0,LevyR 3541,950000.0,1.0,1.0,85.0,,gauteng,johannesburg,rosebank-and-parktown,dunkeld-west,11176.470588235294,,Apartment,1100000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/dunkeld-west/T4400291,150000.0
dunkeld-west,861,2 Bed Apartment in Dunkeld West,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/dunkeld-west/T4442261,2.0,1.0,1.0,,1650000.0,1.0,1.0,112.0,,gauteng,johannesburg,rosebank-and-parktown,dunkeld-west,14732.142857142857,,Apartment,1895000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/dunkeld-west/T4461580,245000.0
dunkeld-west,862,2 Bed Apartment in Dunkeld West,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/dunkeld-west/T4432942,2.0,1.0,1.0,LevyR 4283,1650000.0,1.0,1.0,112.0,,gauteng,johannesburg,rosebank-and-parktown,dunkeld-west,14732.142857142857,,Apartment,1895000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/dunkeld-west/T4461580,245000.0
dunkeld-west,901,2 Bed Apartment in Dunkeld West,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/dunkeld-west/T4461902,2.0,1.0,1.0,LevyR 3557,1795000.0,1.0,1.0,112.0,,gauteng,johannesburg,rosebank-and-parktown,dunkeld-west,16026.785714285714,,Apartment,1895000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/dunkeld-west/T4461580,100000.0
dunkeld-west,2404,1 Bed Apartment in Dunkeld West,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/dunkeld-west/T4396741,1.0,1.0,1.0,,1650000.0,,1.0,,,gauteng,johannesburg,rosebank-and-parktown,dunkeld-west,,,Apartment,1750000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/dunkeld-west/10-ss-six-bompas/6-bompas-road/T4386820,100000.0
edenburg,7735,2 Bed Apartment in Edenburg,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/edenburg/T4452945,2.0,2.0,,,1350000.0,,1.0,7938.0,76.0,gauteng,johannesburg,sandton-and-bryanston-north,edenburg,170.06802721088437,17763.157894736843,Apartment,1550000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/edenburg/T4452943,200000.0
edenburg,4701,2 Bed Apartment in Edenburg,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/edenburg/T4443688,2.0,2.0,1.0,,750000.0,,1.0,92.0,,gauteng,johannesburg,sandton-and-bryanston-north,edenburg,8152.173913043478,,Apartment,1385000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/edenburg/T4494303,635000.0
edenburg,4740,2 Bed Apartment in Edenburg,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/edenburg/T4269922,2.0,2.0,1.0,RatesR 792,799000.0,1.0,,94.0,4368.0,gauteng,johannesburg,sandton-and-bryanston-north,edenburg,8500.0,182.92124542124543,Apartment,1999000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/edenburg/T4475522,1200000.0
edenburg,8802,2 Bed Apartment in Edenburg,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/edenburg/T4475102,2.0,2.0,1.0,LevyR 2451,820000.0,,1.0,77.0,,gauteng,johannesburg,sandton-and-bryanston-north,edenburg,10649.35064935065,,Apartment,1050000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/edenburg/T4496441,230000.0
edenburg,4917,2 Bed Apartment in Edenburg,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/edenburg/T4469824,2.0,2.0,2.0,LevyR 3700,1000000.0,,1.0,89.0,,gauteng,johannesburg,sandton-and-bryanston-north,edenburg,11235.955056179775,,Apartment,1400000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/edenburg/T4335441,400000.0
edenburg,4885,2 Bed Apartment in Edenburg,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/edenburg/T4251168,2.0,2.0,1.0,LevyR 3208,980000.0,1.0,1.0,86.0,,gauteng,johannesburg,sandton-and-bryanston-north,edenburg,11395.348837209302,,Apartment,1650000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/edenburg/17b-edenview/7b-3rd-avenue/T4462307,670000.0
edenburg,7649,2 Bed Apartment in Edenburg,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/edenburg/T4358065,2.0,2.0,1.0,,960000.0,,1.0,83.0,,gauteng,johannesburg,sandton-and-bryanston-north,edenburg,11566.265060240963,,Apartment,1149900.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/edenburg/T4457300,189900.0
edenburg,2880,2 Bed Apartment in Edenburg,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/edenburg/00-eden-sandton/44-stiglingh-rd/T4460924,2.0,2.0,1.0,LevyR 2248,950000.0,,1.0,78.0,,gauteng,johannesburg,sandton-and-bryanston-north,edenburg,12179.48717948718,,Apartment,1400000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/edenburg/T4234929,450000.0
edenburg,4264,2 Bed Apartment in Edenburg,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/edenburg/27-tamarack/10-homestead-road/T4481685,2.0,2.0,1.0,LevyR 4843,1100000.0,,1.0,90.0,,gauteng,johannesburg,sandton-and-bryanston-north,edenburg,12222.222222222223,,Apartment,1750000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/edenburg/T4211903,650000.0
edenburg,2912,2 Bed Apartment in Edenburg,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/edenburg/00-eden-sandton/44-stiglingh-road/T4255775,2.0,2.0,1.0,RatesR 1100,1000000.0,,1.0,76.0,,gauteng,johannesburg,sandton-and-bryanston-north,edenburg,13157.894736842105,,Apartment,1100000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/edenburg/21-eden-sandton/44-stiglingh-road/T4512905,100000.0
essexwold,20789,2 Bed Apartment in Essexwold,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/essexwold/T4344779,2.0,2.0,1.0,LevyR 1841,850000.0,1.0,,94.0,,gauteng,johannesburg,bedfordview,essexwold,9042.553191489362,,Apartment,930000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/essexwold/T4446922,80000.0
