title,href,Status,property_type,main_features,key_main_features,Floor Area,Land Area,Rates,Levy,Bedrooms,Bathrooms,Province,City,Suburb,Area,Listing Number,Sold Date,previously listed price
2 Bed Apartment in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/T4307545,Sold,Apartment,,,84 ,84 m²,,,2.0,2.0,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,T4307545,2024-02-23,1499000.0
2 Bed Apartment in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/T4307545,Sold,Apartment,,,84 ,84 m²,,,2.0,2.0,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,T4307545,2024-02-23,1499000.0
2 Bed Apartment in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/T4307545,Sold,Apartment,,,84 ,84 m²,,,2.0,2.0,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,T4307545,2024-02-23,1499000.0
2 Bed Apartment in Benmore Gardens,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/benmore-gardens/T4409697,Sold,Apartment,,,134 ,3.5 ha,,,2.0,2.0,gauteng,johannesburg,sandton-and-bryanston-north,benmore-gardens,T4409697,2024-02-23,
3 Bed Apartment in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/T4437293,Sold,Apartment,,,102 ,1.1 ha,,,3.0,2.0,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,T4437293,2024-02-23,
2 Bed Apartment in Illovo,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/illovo/T3956053,Sold,Apartment,,,105 ,,R 1295,,2.0,1.5,gauteng,johannesburg,sandton-and-bryanston-north,illovo,T3956053,2024-02-23,
3 Bed Apartment in Morningside,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside/T4355218,Sold,Apartment,,,103 ,,R 929,,3.0,2.0,gauteng,johannesburg,sandton-and-bryanston-north,morningside,T4355218,2024-02-23,
2 Bed Apartment in Morningside,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside/T4199690,Sold,Apartment,,,120 ,120 m²,,,2.0,2.0,gauteng,johannesburg,sandton-and-bryanston-north,morningside,T4199690,2024-02-23,
3 Bed Townhouse in Morningside Manor,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside-manor/T4311197,Sold,Townhouse,,,161 ,,R 1561,,3.0,2.5,gauteng,johannesburg,sandton-and-bryanston-north,morningside-manor,T4311197,2024-02-23,
2 Bed Apartment in Morningside,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside/56c-129-waldorf-2/4-centre-road/T4483195,Sold,Apartment,,,88 ,,R 1377,,2.0,2.0,gauteng,johannesburg,sandton-and-bryanston-north,morningside,T4483195,2024-02-23,
2 Bed Townhouse in Edenburg,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/edenburg/122-eden-sandton/44-stiglingh-road/T4141330,Sold,Townhouse,,,53 ,,R 885,,2.0,1.0,gauteng,johannesburg,sandton-and-bryanston-north,edenburg,T4141330,2024-02-23,
2 Bed Apartment in Illovo,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/illovo/215-prestwick/15-north-street/T4333863,Sold,Apartment,,,96 ,,,R 3431,2.0,1.0,gauteng,johannesburg,sandton-and-bryanston-north,illovo,T4333863,2024-02-23,
2 Bed Apartment in Houghton Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/houghton-estate/T3936372,Sold,Apartment,,,102 ,,R 681,,2.0,2.0,gauteng,johannesburg,rosebank-and-parktown,houghton-estate,T3936372,2024-02-23,
1 Bed Apartment in Melrose Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/melrose-estate/T4349947,Sold,Apartment,,,56 ,,,R 1437,1.0,1.0,gauteng,johannesburg,rosebank-and-parktown,melrose-estate,T4349947,2024-02-23,
1 Bed Apartment in Houghton Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/houghton-estate/T3761980,Sold,Apartment,,,71 ,,R 486,,1.0,1.0,gauteng,johannesburg,rosebank-and-parktown,houghton-estate,T3761980,2024-02-23,
1 Bed Apartment in Houghton Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/houghton-estate/T4469881,Sold,Apartment,,,78 ,,R 549,,1.0,1.0,gauteng,johannesburg,rosebank-and-parktown,houghton-estate,T4469881,2024-02-23,
1 Bed Apartment in Houghton Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/houghton-estate/T3927759,Sold,Apartment,,,49 ,,,R 1363,1.0,1.0,gauteng,johannesburg,rosebank-and-parktown,houghton-estate,T3927759,2024-02-23,
1 Bed Apartment in Parktown,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parktown/T4146435,Sold,Apartment,,,53 ,,,R 1294,1.0,1.0,gauteng,johannesburg,rosebank-and-parktown,parktown,T4146435,2024-02-23,499000.0
1 Bed Apartment in Parktown,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parktown/T4146435,Sold,Apartment,,,53 ,,,R 1294,1.0,1.0,gauteng,johannesburg,rosebank-and-parktown,parktown,T4146435,2024-02-23,499000.0
3 Bed House in Parkhurst,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parkhurst/11-16th-street/T4192039,Sold,House,,,250 ,496 m²,,,3.0,2.0,gauteng,johannesburg,rosebank-and-parktown,parkhurst,T4192039,2024-02-23,
3 Bed House in Parkhurst,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parkhurst/73-16th-street/T4277084,Sold,House,,,,826 m²,R 2169,,3.0,2.0,gauteng,johannesburg,rosebank-and-parktown,parkhurst,T4277084,2024-02-23,
3 Bed House in Parkhurst,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parkhurst/94-17th-street/T4317313,Sold,House,,,220 ,495 m²,,,3.0,2.0,gauteng,johannesburg,rosebank-and-parktown,parkhurst,T4317313,2024-02-23,
2 Bed House in Parkhurst,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parkhurst/36-5th-street/T4464496,Sold,House,,,180 ,496 m²,,,2.0,1.0,gauteng,johannesburg,rosebank-and-parktown,parkhurst,T4464496,2024-02-23,
3 Bed House in Parkhurst,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parkhurst/45-17th-street/T4386543,Sold,House,,,180 ,496 m²,,,3.0,2.0,gauteng,johannesburg,rosebank-and-parktown,parkhurst,T4386543,2024-02-23,
3 Bed Cluster in Parktown North,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parktown-north/27a-6th-avenue/T4043072,Sold,Cluster,,,,893 m²None,,,3.0,3.5,gauteng,johannesburg,rosebank-and-parktown,parktown-north,T4043072,2024-02-23,
4 Bed House in Orchards,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/orchards/36-orchards-road/T3575712,Sold,House,,,,1372 m²None,,,4.0,3.0,gauteng,johannesburg,rosebank-and-parktown,orchards,T3575712,2024-02-23,
2 Bed Apartment in Houghton Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/houghton-estate/T3927817,Sold,Apartment,,,104 ,,,R 2777,2.0,2.0,gauteng,johannesburg,rosebank-and-parktown,houghton-estate,T3927817,2024-02-23,
2 Bed Apartment in Rosebank,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/rosebank/222-one-rosebank/222-cradock-avenue/T3712146,Sold,Apartment,,,80 ,,,,2.0,2.0,gauteng,johannesburg,rosebank-and-parktown,rosebank,T3712146,2024-02-23,
3 Bed Apartment in Killarney,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/killarney/15-beverley-heights/4-riviera-rd/T3983124,Sold,Apartment,,,159 ,,,,3.0,2.0,gauteng,johannesburg,rosebank-and-parktown,killarney,T3983124,2024-02-23,
4 Bed House in Parkview,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parkview/93-kilkenny-road/T4348467,Sold,House,,,,1020 m²,R 3069,,4.0,4.0,gauteng,johannesburg,rosebank-and-parktown,parkview,T4348467,2024-02-23,
4 Bed House in Parktown North,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parktown-north/8-2nd-avenue/T4314456,Sold,House,,,,1239 m²,R 3694,,4.0,4.5,gauteng,johannesburg,rosebank-and-parktown,parktown-north,T4314456,2024-02-23,
3 Bed House in Parkview,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parkview/93-galway-road/T4410008,Sold,House,,,,1018 m²,R 3018,,3.0,2.5,gauteng,johannesburg,rosebank-and-parktown,parkview,T4410008,2024-02-23,
4 Bed House in Saxonwold,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/saxonwold/5-cotswold-drive/T3997787,Sold,House,,,,2353 m²,R 4556,,4.0,2.5,gauteng,johannesburg,rosebank-and-parktown,saxonwold,T3997787,2024-02-23,
3 Bed House in Parkview,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parkview/5-kerry-road/T4294135,Sold,House,,,,1024 m²,R 3661,,3.0,2.0,gauteng,johannesburg,rosebank-and-parktown,parkview,T4294135,2024-02-23,
5 Bed House in Parkview,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parkview/83-dundalk-avenue/T4213680,Sold,House,,,,1016 m²,R 3868,,5.0,3.0,gauteng,johannesburg,rosebank-and-parktown,parkview,T4213680,2024-02-23,
966 m² Land available in Birnam,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/melrose-north/34-fort-ave/T3206340,Sold,Land,,,,966 m²,R 3500,,,,gauteng,johannesburg,rosebank-and-parktown,melrose-north,T3206340,2024-02-23,
2 Bed House in Parkhurst,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parkhurst/37-9th-street/T4370212,Sold,House,,,,495 m²,R 2277,,2.0,2.0,gauteng,johannesburg,rosebank-and-parktown,parkhurst,T4370212,2024-02-23,
5 Bed House in Parkwood,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parkwood/27-dudley-road/T4401081,Sold,House,,,,1008 m²,R 3106,,5.0,2.0,gauteng,johannesburg,rosebank-and-parktown,parkwood,T4401081,2024-02-23,
4 Bed House in Houghton Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/houghton-estate/44-st-andrews-road/T2401819,Sold,House,,,,1980 m²,R 2363,,4.0,4.0,gauteng,johannesburg,rosebank-and-parktown,houghton-estate,T2401819,2024-02-23,
2 Bed Apartment in Houghton Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/houghton-estate/15-8th-street/T4371667,Sold,Apartment,,,114 ,,R 1800,,2.0,2.0,gauteng,johannesburg,rosebank-and-parktown,houghton-estate,T4371667,2024-02-23,
1 Bed Apartment in Rosebank,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/rosebank/505-one-rosebank/39-cradock-avenue/T4197083,Sold,Apartment,,,26 ,,,R 950,1.0,1.0,gauteng,johannesburg,rosebank-and-parktown,rosebank,T4197083,2024-02-23,
1 Bed Apartment in Rosebank,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/rosebank/701-the-vantage/58-tyrwhitt-avenue/T4103432,Sold,Apartment,,,59 ,,,,1.0,1.0,gauteng,johannesburg,rosebank-and-parktown,rosebank,T4103432,2024-02-23,
5 Bed House in Strathavon,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/strathavon/T4124861,Sold,House,,,450 ,627 m²,,,5.0,3.5,gauteng,johannesburg,sandton-and-bryanston-north,strathavon,T4124861,2024-02-23,
2 Bed Apartment in Houghton Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/houghton-estate/T3640796,Sold,Apartment,,,109 ,,,R 3100,2.0,2.0,gauteng,johannesburg,rosebank-and-parktown,houghton-estate,T3640796,2024-02-23,
3 Bed Apartment in Killarney,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/killarney/T4457297,Sold,Apartment,,,148 ,,R 1726,,3.0,2.0,gauteng,johannesburg,rosebank-and-parktown,killarney,T4457297,2024-02-23,
2 Bed Apartment in Rivonia,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/rivonia/32-the-atrium/9-de-la-rey/T4493123,Sold,Apartment,,,69 ,69 m²,,,2.0,1.0,gauteng,johannesburg,sandton-and-bryanston-north,rivonia,T4493123,2024-02-23,
2 Bed Apartment in Magaliessig,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/magaliessig/4-sparrow-view/4-sparrow-close/T4004698,Sold,Apartment,,,79 ,,R 500,,2.0,1.0,gauteng,johannesburg,sandton-and-bryanston-north,magaliessig,T4004698,2024-02-23,
2 Bed Apartment in Edenburg,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/edenburg/4120-the-link/16a-11th-avenue/T3961286,Sold,Apartment,,,77 ,,R 960,,2.0,2.0,gauteng,johannesburg,sandton-and-bryanston-north,edenburg,T3961286,2024-02-23,
2 Bed Apartment in Rivonia,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/rivonia/9-tamarack/16-9th-avanue/T4022525,Sold,Apartment,,,92 ,,R 717,,2.0,2.0,gauteng,johannesburg,sandton-and-bryanston-north,rivonia,T4022525,2024-02-23,
2 Bed Apartment in Atholl,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/atholl/00-le-club/135-froome-st/T4426232,Sold,Apartment,,,118 ,2.6 ha,,,2.0,2.0,gauteng,johannesburg,sandton-and-bryanston-north,atholl,T4426232,2024-02-23,
2 Bed Apartment in Magaliessig,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/magaliessig/255-ss-shingara-sands/24-petroy-drive/T3731073,Sold,Apartment,,,98 ,2.8 ha,,,2.0,1.0,gauteng,johannesburg,sandton-and-bryanston-north,magaliessig,T3731073,2024-02-23,
1 Bed Apartment in Magaliessig,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/magaliessig/16-northfields/29-troupant-avenue/T4014218,Sold,Apartment,,,79 ,,R 540,,1.0,1.0,gauteng,johannesburg,sandton-and-bryanston-north,magaliessig,T4014218,2024-02-23,
4 Bed House in Wendywood,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/wendywood/7-saint-francis-drive/T4356940,Sold,House,,,290 ,1525 m²,,,4.0,2.5,gauteng,johannesburg,sandton-and-bryanston-north,wendywood,T4356940,2024-02-23,
3 Bed Simplex in Buccleuch,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/buccleuch/3-gibson-downs/6b-gibson-drive-west/T11344,Sold,Simplex,,,140 ,200 m²,,,3.0,2.0,gauteng,johannesburg,sandton-and-bryanston-north,buccleuch,T11344,2024-02-23,
3 Bed Apartment in Glen Atholl,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/atholl/16-homestead-manor/82-homestead-road/T4452982,Sold,Apartment,,,109 ,1.1 ha,,,3.0,2.0,gauteng,johannesburg,sandton-and-bryanston-north,atholl,T4452982,2024-02-23,
3 Bed Apartment in Melrose,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/melrose/T4026203,Sold,Apartment,,,,,,,3.0,2.0,gauteng,johannesburg,rosebank-and-parktown,melrose,T4026203,2024-02-23,
4 Bed House in Melrose,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/melrose/T4352792,Sold,House,,,524 ,3271 m²,,,4.0,4.5,gauteng,johannesburg,rosebank-and-parktown,melrose,T4352792,2024-02-23,
4 Bed House in Waverley,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/waverley/T4110561,Sold,House,,,,1803 m²None,,,4.0,3.5,gauteng,johannesburg,rosebank-and-parktown,waverley,T4110561,2024-02-23,
3 Bed Apartment in Killarney,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/killarney/T3129357,Sold,Apartment,,,142 ,,R 1200,,3.0,2.0,gauteng,johannesburg,rosebank-and-parktown,killarney,T3129357,2024-02-23,
4 Bed House in Parkview,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parkview/T4331810,Sold,House,,,,1253 m²None,,,4.0,2.5,gauteng,johannesburg,rosebank-and-parktown,parkview,T4331810,2024-02-23,
3 Bed House in Parkhurst,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parkhurst/T4344557,Sold,House,,,,495 m²None,,,3.0,2.0,gauteng,johannesburg,rosebank-and-parktown,parkhurst,T4344557,2024-02-23,
2 Bed Apartment in Melrose,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/melrose/T4427346,Sold,Apartment,,,114 ,,,,2.0,2.0,gauteng,johannesburg,rosebank-and-parktown,melrose,T4427346,2024-02-23,
2 Bed Apartment in Killarney,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/killarney/T4211210,Sold,Apartment,,,166 ,,,,2.0,2.0,gauteng,johannesburg,rosebank-and-parktown,killarney,T4211210,2024-02-23,
1 Bed Apartment in Houghton Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/houghton-estate/T3913971,Sold,Apartment,,,79 ,,,,1.0,1.0,gauteng,johannesburg,rosebank-and-parktown,houghton-estate,T3913971,2024-02-23,
4 Bed House in Craighall Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/craighall-park/T4169460,Sold,House,,,1069 ,1083 m²,,,4.0,2.0,gauteng,johannesburg,rosebank-and-parktown,craighall-park,T4169460,2024-02-23,
3 Bed House in Craighall Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/craighall-park/T4272758,Sold,House,,,380 ,1000 m²,,,3.0,2.0,gauteng,johannesburg,rosebank-and-parktown,craighall-park,T4272758,2024-02-23,
2 Bed House in Parkhurst,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parkhurst/T4269220,Sold,House,,,495 ,498 m²,,,2.0,2.5,gauteng,johannesburg,rosebank-and-parktown,parkhurst,T4269220,2024-02-23,
4 Bed House in Highlands North,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/highlands-north/T4273144,Sold,House,,,,774 m²,,R 1250,4.0,2.0,gauteng,johannesburg,rosebank-and-parktown,highlands-north,T4273144,2024-02-23,
3 Bed Flat in Birdhaven,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/birdhaven/T4398295,Sold,Flat,,,126 ,,R 1250,,3.0,2.0,gauteng,johannesburg,rosebank-and-parktown,birdhaven,T4398295,2024-02-23,
3 Bed House in Gresswold,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/gresswold/T4297537,Sold,House,,,,1487 m²,R 960,,3.0,2.0,gauteng,johannesburg,rosebank-and-parktown,gresswold,T4297537,2024-02-23,
4 Bed House in Highlands North,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/highlands-north/T4354919,Sold,House,,,990 ,994 m²,,,4.0,2.0,gauteng,johannesburg,rosebank-and-parktown,highlands-north,T4354919,2024-02-23,
2 Bed Apartment in Rosebank,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/rosebank/T4323671,Sold,Apartment,,,60 ,60 m²,,,2.0,1.0,gauteng,johannesburg,rosebank-and-parktown,rosebank,T4323671,2024-02-23,
4 Bed House in Highlands North,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/highlands-north/T4050490,Sold,House,,,,1077 m²,R 1400,,4.0,2.0,gauteng,johannesburg,rosebank-and-parktown,highlands-north,T4050490,2024-02-23,
3 Bed House in Parkhurst,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parkhurst/T4282827,Sold,House,,,,495 m²None,,,3.0,3.0,gauteng,johannesburg,rosebank-and-parktown,parkhurst,T4282827,2024-02-23,
1 Bed Apartment in Ferndale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/ferndale/T4227062,Sold,Apartment,,,,,,,1.0,1.0,gauteng,johannesburg,randburg-and-ferndale,ferndale,T4227062,2024-02-23,
4 Bed House in Hurlingham,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/hurlingham/T4260494,Sold,House,,,430 ,2660 m²,,,4.0,2.5,gauteng,johannesburg,sandton-and-bryanston-north,hurlingham,T4260494,2024-02-23,
4 Bed Cluster in Strathavon,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/strathavon/T4444710,Sold,Cluster,,,415 ,377 m²,,,4.0,2.5,gauteng,johannesburg,sandton-and-bryanston-north,strathavon,T4444710,2024-02-23,
3 Bed House in Newclare,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/newlands/T4440217,Sold,House,,,,495 m²,R 428,,3.0,1.0,gauteng,johannesburg,northcliff,newlands,T4440217,2024-02-23,
3 Bed House in Riverlea,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/riverlea/T4269903,Sold,House,,,70 ,280 m²,,,3.0,1.5,gauteng,johannesburg,northcliff,riverlea,T4269903,2024-02-23,
1 Bed Apartment in Montgomery Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/montgomery-park/T4323502,Sold,Apartment,,,60 ,,R 351,,1.0,1.0,gauteng,johannesburg,northcliff,montgomery-park,T4323502,2024-02-23,
2 Bed Apartment in Blackheath,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/blackheath/T4341287,Sold,Apartment,,,74 ,,R 708,,2.0,2.0,gauteng,johannesburg,northcliff,blackheath,T4341287,2024-02-23,
1151 m² Land available in Newlands,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/newlands/T4476969,Sold,Land,,,,1151 m²,R 3501,,,,gauteng,johannesburg,northcliff,newlands,T4476969,2024-02-23,
2 Bed Townhouse in Bergbron,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/bergbron/T4388591,Sold,Townhouse,,,65 ,,R 352,,2.0,1.0,gauteng,johannesburg,northcliff,bergbron,T4388591,2024-02-23,
2 Bed Apartment in Florida Glen,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/florida-glen/T4385560,Sold,Apartment,,,64 ,64 m²,,,2.0,1.0,gauteng,johannesburg,northcliff,florida-glen,T4385560,2024-02-23,
2 Bed House in Coronationville,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/crosby/T4448268,Sold,House,,,315 ,318 m²,,,2.0,2.0,gauteng,johannesburg,northcliff,crosby,T4448268,2024-02-23,
2 Bed House in Newlands,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/newlands/T4461701,Sold,House,,,,248 m²,R 545,,2.0,1.0,gauteng,johannesburg,northcliff,newlands,T4461701,2024-02-23,
2 Bed House in Riverlea,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/riverlea/T4197103,Sold,House,,,,263 m²,R 526,,2.0,1.0,gauteng,johannesburg,northcliff,riverlea,T4197103,2024-02-23,
4 Bed House in Victory Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/victory-park/112-13th-street/T4094634,Sold,House,,,350 ,1989 m²,,,4.0,2.0,gauteng,johannesburg,northcliff,victory-park,T4094634,2024-02-23,
7 Bed House in Sophiatown,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/sophiatown/45-bertha/T4192682,Sold,House,,,495 ,,,,7.0,3.0,gauteng,johannesburg,northcliff,sophiatown,T4192682,2024-02-23,
3 Bed Cluster in Fairland,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/fairland/7-wanganui/194-wilson-avenue/T4201714,Sold,Cluster,,,309 ,630 m²,,,3.0,3.0,gauteng,johannesburg,northcliff,fairland,T4201714,2024-02-23,
2 Bed Apartment in Linden,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/linden/305-geldenhuys-view/69-7th-street/T4418193,Sold,Apartment,,,98 ,,R 840,,2.0,1.0,gauteng,johannesburg,northcliff,linden,T4418193,2024-02-23,
3 Bed House in Newlands,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/newlands/174-waterval-road/T4101674,Sold,House,,,,496 m²,R 670,,3.0,3.0,gauteng,johannesburg,northcliff,newlands,T4101674,2024-02-23,
2 Bed House in Riverlea,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/riverlea/19-aalwyn-street/T4306409,Sold,House,,,,300 m²,R 417,,2.0,1.0,gauteng,johannesburg,northcliff,riverlea,T4306409,2024-02-23,
4 Bed House in Linden,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/linden/67-2nd-street/T4218799,Sold,House,,,390 ,1736 m²,,,4.0,3.0,gauteng,johannesburg,northcliff,linden,T4218799,2024-02-23,
4 Bed House in Greenside,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/greenside/1-wethered-road/T4309986,Sold,House,,,,1049 m²None,,,4.0,2.0,gauteng,johannesburg,northcliff,greenside,T4309986,2024-02-23,
3 Bed Duplex in Northcliff,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/northcliff/00-catana/164-willson-street/T4376104,Sold,Duplex,,,,,R 1320,R 2300,3.0,2.5,gauteng,johannesburg,northcliff,northcliff,T4376104,2024-02-23,
3 Bed Townhouse in Fairland,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/fairland/2-ss-the-hill/49-kessel-street/T4367706,Sold,Townhouse,,,125 ,2981 m²,,,3.0,2.0,gauteng,johannesburg,northcliff,fairland,T4367706,2024-02-23,
3 Bed House in Newlands,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/newlands/7-shortmarket-street/T4361028,Sold,House,,,,342 m²None,,,3.0,1.0,gauteng,johannesburg,northcliff,newlands,T4361028,2024-02-23,
5 Bed House in Northcliff,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/northcliff/8-bergbron-drive/T4318498,Sold,House,,,,1080 m²,R 2440,,5.0,3.5,gauteng,johannesburg,northcliff,northcliff,T4318498,2024-02-23,
3 Bed Simplex in Northcliff,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/northcliff/4-masilia/147-san-juan-avenue/T4361131,Sold,Simplex,,,195 ,,R 1579,,3.0,2.0,gauteng,johannesburg,northcliff,northcliff,T4361131,2024-02-23,
